h3,n_total,n_parking,severity_mean,severity_sum,n_days,peak_share,weekend_share,persistence,top_violation,area,junction,police_station,top_vehicle,lat,lon,cis_raw,CIS,class,rank,total_days
8960145164bffff,6,6,0.595,3.57,6,0.3333333333333333,0.3333333333333333,0.039735099337748346,PARKING IN A MAIN ROAD,DS Max Savera,No Junction,K.S. Layout,CAR,12.907068663192508,77.53927437173499,1.109615894039735,8.89,Sporadic,1448,151
8960145908fffff,6,6,0.4666666666666666,2.8,6,0.8333333333333334,0.16666666666666666,0.039735099337748346,WRONG PARKING,Renaissance Reserva,No Junction,Jalahalli,MOTOR CYCLE,13.040615939602745,77.54691100029375,1.1076379690949227,8.88,Sporadic,1449,151
89618925cafffff,7,7,0.485,3.395,5,0.42857142857142855,0.14285714285714285,0.033112582781456956,NO PARKING,Gangotri Circle,"BTP164 - 29th Main Road, BTM Layout",Madiwala,CAR,12.920696358870064,77.61229263276061,1.0996331125827814,8.84,Sporadic,1450,151
8961892c927ffff,8,8,0.4725,3.78,4,0.25,0.0,0.026490066225165563,WRONG PARKING,Judicial Layout,No Junction,Kodigehalli,CAR,13.037338972614858,77.57152571093596,1.1004556291390728,8.84,Sporadic,1451,151
89618924103ffff,9,9,0.42,3.78,5,0.2222222222222222,0.5555555555555556,0.033112582781456956,NO PARKING,Rashi Pride,No Junction,Hulimavu,SCOOTER,12.881149119034712,77.60982008745884,1.0933350993377484,8.8,Sporadic,1452,151
8961892c1abffff,9,9,0.42,3.78,5,0.2222222222222222,0.5555555555555556,0.033112582781456956,NO PARKING,Hennuru - Bagaluru Road,No Junction,Hennuru,SCOOTER,13.033926198004067,77.63829004097612,1.0933350993377484,8.8,Sporadic,1453,151
89601458537ffff,7,7,0.5199999999999999,3.6399999999999997,5,0.2857142857142857,0.5714285714285714,0.033112582781456956,WRONG PARKING,Yashawini Layout,No Junction,Jnanabharathi,CAR,12.968099337675113,77.50120531551633,1.0916556291390727,8.79,Sporadic,1454,151
89601696197ffff,7,7,0.48999999999999994,3.4299999999999997,3,0.42857142857142855,0.14285714285714285,0.019867549668874173,WRONG PARKING,HMT Layout,No Junction,Yelahanka,CAR,13.08011993414931,77.55779890656046,1.0899417218543046,8.78,Sporadic,1457,151
8960145a0c7ffff,9,9,0.49,4.41,3,0.0,0.0,0.019867549668874173,WRONG PARKING,Ramakrishna Yogashram,No Junction,Banashankari,CAR,12.94016379656733,77.54884594532474,1.0899417218543046,8.78,Sporadic,1456,151
89601459593ffff,9,9,0.49,4.41,3,0.0,0.0,0.019867549668874173,WRONG PARKING,Ashokapuram,No Junction,Rajajinagar,CAR,13.013902772674367,77.54706737108187,1.0899417218543046,8.78,Sporadic,1455,151
89618921d27ffff,6,6,0.5833333333333334,3.5,6,0.3333333333333333,0.16666666666666666,0.039735099337748346,PARKING IN A MAIN ROAD,Dr BR Ambedkar Circle,No Junction,Whitefield,CAR,12.96941626426933,77.7347880656445,1.087858719646799,8.77,Sporadic,1458,151
8961892eb6bffff,8,8,0.46375,3.71,4,0.25,0.25,0.026490066225165563,WRONG PARKING,Tiger Tippu Circle,No Junction,K.G. Halli,LGV,13.019042668804397,77.6127489679529,1.080076821192053,8.73,Sporadic,1460,151
8960145a03bffff,8,8,0.46375,3.71,4,0.25,0.75,0.026490066225165563,WRONG PARKING,Giri Nagar,No Junction,Byatarayanapura,MOTOR CYCLE,12.942337609283829,77.53805690902635,1.080076821192053,8.73,Sporadic,1459,151
89618925573ffff,9,9,0.49,4.41,2,0.0,0.0,0.013245033112582781,WRONG PARKING,SM Industrial Estate,No Junction,Bellandur,SCOOTER,12.923739781028996,77.65508475215235,1.0794278145695364,8.72,Sporadic,1463,151
89618924393ffff,9,9,0.49,4.41,2,0.0,1.0,0.013245033112582781,WRONG PARKING,Seenappa Layout,No Junction,Madiwala,MOPED,12.89393514088826,77.62086817012067,1.0794278145695364,8.72,Sporadic,1462,151
89601696487ffff,6,6,0.595,3.57,3,0.3333333333333333,0.16666666666666666,0.019867549668874173,PARKING IN A MAIN ROAD,Vista Pixel,No Junction,Yelahanka,SCOOTER,13.074679861986148,77.593218506281,1.0784079470198675,8.72,Sporadic,1461,151
89618925b9bffff,8,8,0.42,3.36,6,0.375,0.125,0.039735099337748346,NO PARKING,Dr Ambedkar Social Welfare Association,BTP122 - Siddapura Junction,Wilson Garden,GOODS AUTO,12.94962990494161,77.59292086213124,1.0680794701986756,8.66,Sporadic,1465,151
89618920807ffff,8,8,0.49874999999999997,3.9899999999999998,3,0.125,0.0,0.019867549668874173,WRONG PARKING,Bellevue,No Junction,Whitefield,LORRY/GOODS VEHICLE,12.939534165309977,77.71739765314878,1.0683158940397353,8.66,Sporadic,1464,151
8960145b393ffff,9,9,0.4744444444444444,4.27,4,0.0,0.4444444444444444,0.026490066225165563,WRONG PARKING,Kasturi Dham Apartment,No Junction,Malleshwaram,CAR,12.998891592270846,77.56366176319445,1.0655205298013244,8.64,Sporadic,1466,151
89618924e83ffff,7,7,0.45999999999999996,3.2199999999999998,7,0.42857142857142855,0.2857142857142857,0.046357615894039736,WRONG PARKING,Arakere,No Junction,Hulimavu,CAR,12.888681905892136,77.59731118778471,1.0626913907284767,8.63,Sporadic,1467,151
8961892ecc7ffff,9,9,0.42777777777777776,3.8499999999999996,7,0.1111111111111111,0.0,0.046357615894039736,NO PARKING,Sir CV Raman Circle,No Junction,Banaswadi,CAR,12.977205187689027,77.65479044173044,1.061455481972038,8.62,Sporadic,1470,151
8960145b66fffff,7,7,0.5499999999999999,3.8499999999999996,5,0.14285714285714285,0.42857142857142855,0.033112582781456956,WRONG PARKING,Vasanth Enclave,No Junction,R.T. Nagar,SCOOTER,13.010569114131584,77.5885290165443,1.0622649006622515,8.62,Sporadic,1468,151
8961892cecfffff,9,9,0.42,3.78,2,0.2222222222222222,0.3333333333333333,0.013245033112582781,NO PARKING,Thanisandra Circle,No Junction,Hennuru,CAR,13.055327992693885,77.63142641595768,1.0622940397350993,8.62,Sporadic,1469,151
8961892eccbffff,9,9,0.4433333333333333,3.9899999999999998,3,0.1111111111111111,0.0,0.019867549668874173,NO PARKING,Poojari Marappa Layout,No Junction,Banaswadi,PASSENGER AUTO,12.981468901377603,77.6584765101982,1.0591849889624725,8.61,Sporadic,1472,151
8960145a487ffff,8,8,0.49,3.92,4,0.125,0.25,0.026490066225165563,WRONG PARKING,BT Somanna Circle,BTP158 - Devegowda Petrol Bunk,Banashankari,SCOOTER,12.917677772131546,77.56110134237916,1.0596980132450333,8.61,Sporadic,1471,151
8961892ed37ffff,10,10,0.42699999999999994,4.27,3,0.0,0.7,0.019867549668874173,NO PARKING,ASC Junction,BTP143 - ASC Junction,Halasur,HGV,12.967710189389452,77.61910566724188,1.0553403973509934,8.58,Sporadic,1473,151
8960145a627ffff,8,8,0.45499999999999996,3.6399999999999997,3,0.25,0.25,0.019867549668874173,NO PARKING,Kalidasa Circle,No Junction,Basavanagudi,LGV,12.94762975162389,77.55318063512433,1.0495735099337749,8.55,Sporadic,1474,151
89618925d37ffff,6,6,0.49,2.94,3,0.6666666666666666,0.3333333333333333,0.019867549668874173,WRONG PARKING,Shanthi Park Apartments,"BTP178 - 18th Main, Marenahalli",J.P. Nagar,SCOOTER,12.91543928020999,77.58873602167279,1.0495735099337749,8.55,Sporadic,1477,151
89618925807ffff,6,6,0.455,2.73,3,0.8333333333333334,0.0,0.019867549668874173,NO PARKING,Hombegowda Nagar,BTP126 - Dairy Circle,Wilson Garden,PASSENGER AUTO,12.93998639045414,77.5993780545463,1.049573509933775,8.55,Sporadic,1476,151
89618924063ffff,8,8,0.44625,3.57,5,0.25,0.375,0.033112582781456956,NO PARKING,Smt Ramakka Layout,No Junction,Madiwala,SCOOTER,12.896049586345386,77.62692254536817,1.0492490066225166,8.55,Sporadic,1475,151
8960145b66bffff,6,6,0.525,3.15,4,0.5,0.3333333333333333,0.026490066225165563,WRONG PARKING,Vasanth Enclave,No Junction,R.T. Nagar,SCOOTER,13.011628311368089,77.5915560771436,1.0480529801324505,8.54,Sporadic,1478,151
8960145b293ffff,7,7,0.5,3.5,4,0.2857142857142857,0.0,0.026490066225165563,NO PARKING,Palace Ground,No Junction,Sadashivanagar,CAR,13.006305680972789,77.58484646000767,1.0397350993377483,8.49,Sporadic,1481,151
8961892db27ffff,6,6,0.49,2.94,2,0.6666666666666666,0.0,0.013245033112582781,WRONG PARKING,Venkatachala Layout,No Junction,Yelahanka,SCOOTER,13.112048401484305,77.60649166905769,1.0394490066225166,8.49,Sporadic,1482,151
89601458607ffff,7,7,0.48999999999999994,3.4299999999999997,6,0.2857142857142857,0.2857142857142857,0.039735099337748346,WRONG PARKING,Kurubarahalli,No Junction,Vijayanagara,CAR,13.000054506936817,77.5330023478851,1.03841059602649,8.49,Sporadic,1479,151
8960145a22bffff,8,8,0.49,3.92,2,0.125,0.0,0.013245033112582781,WRONG PARKING,Vijay Mansion,"BTP022 - Marenahalli Junction, Vijayanagar",Vijayanagara,CAR,12.966907708655937,77.54026981935905,1.0394490066225166,8.49,Sporadic,1480,151
8960145816bffff,6,6,0.525,3.15,3,0.5,0.16666666666666666,0.019867549668874173,WRONG PARKING,Sri Akadantha Nagar,No Junction,Kamakshipalya,CAR,12.996975271385448,77.4902596069743,1.038039735099338,8.48,Sporadic,1483,151
8960145a67bffff,4,4,0.7,2.8,3,0.75,0.5,0.019867549668874173,PARKING IN A MAIN ROAD,Chamarajpet,BTP214 - 5th Main Chamrajpet  Junction,Chamarajpet,CAR,12.957212949522418,77.56356657649745,1.0380397350993378,8.48,Sporadic,1484,151
8960145b477ffff,9,9,0.42,3.78,6,0.1111111111111111,0.2222222222222222,0.039735099337748346,NO PARKING,Khanija Bhawan,BTP052 - CID Carlton House Junction,High ground,CAR,12.982789587899358,77.58565515524269,1.0324768211920528,8.45,Sporadic,1485,151
896014594cbffff,9,9,0.4588888888888889,4.13,4,0.0,0.4444444444444444,0.026490066225165563,WRONG PARKING,Jaladarshini Layout,No Junction,Kodigehalli,CAR,13.03413499257269,77.57087028038396,1.0305854304635762,8.44,Sporadic,1486,151
8961892ea53ffff,8,8,0.4375,3.5,5,0.25,0.625,0.033112582781456956,NO PARKING,HRBR Layout Extension,No Junction,Banaswadi,CAR,13.021078300495684,77.644094165997,1.0286754966887417,8.43,Sporadic,1489,151
89601458467ffff,6,6,0.5108333333333334,3.065,5,0.5,0.16666666666666666,0.033112582781456956,NO PARKING,Vinayaka Nagar,No Junction,Kamakshipalya,SCOOTER,12.985122483196985,77.5243348654607,1.0295152317880798,8.43,Sporadic,1487,151
89601458527ffff,6,6,0.49,2.94,1,0.6666666666666666,0.0,0.006622516556291391,WRONG PARKING,Sri Maregowda Circle,No Junction,Jnanabharathi,CAR,12.970243243301331,77.49883606921509,1.0293245033112584,8.43,Sporadic,1488,151
8961892ea43ffff,7,7,0.48,3.36,7,0.2857142857142857,0.2857142857142857,0.046357615894039736,NO PARKING,HRBR Layout Extension,No Junction,Banaswadi,CAR,13.023224341852869,77.64172169397364,1.0267549668874174,8.42,Sporadic,1490,151
8960145a1a7ffff,7,7,0.42,2.94,5,0.5714285714285714,0.2857142857142857,0.033112582781456956,NO PARKING,Sri Pattanagere Jayanna Circle,No Junction,Kengeri,CAR,12.925318822203097,77.51492623005772,1.0227973509933774,8.39,Sporadic,1491,151
8960145ae2bffff,6,6,0.5483333333333333,3.29,6,0.3333333333333333,0.16666666666666666,0.039735099337748346,WRONG PARKING,Ullal Junction,No Junction,Jnanabharathi,CAR,12.95208451181216,77.49793533615369,1.0225871964679911,8.39,Sporadic,1492,151
8961892c557ffff,7,7,0.45,3.15,5,0.42857142857142855,0.2857142857142857,0.033112582781456956,NO PARKING,Swamy Vivekananda Heights,No Junction,Hennuru,SCOOTER,13.02743255007744,77.66227148169453,1.0202781456953642,8.38,Sporadic,1493,151
896189241afffff,6,6,0.42,2.52,1,1.0,1.0,0.006622516556291391,NO PARKING,Gramatana,No Junction,Hulimavu,SCOOTER,12.875830264619305,77.60311161798273,1.0180132450331125,8.37,Sporadic,1494,151
89618925cb7ffff,6,6,0.5051666666666667,3.0309999999999997,5,0.5,0.0,0.033112582781456956,WRONG PARKING,29th Main Road,"BTP164 - 29th Main Road, BTM Layout",Mico Layout,CAR,12.91534443050571,77.6140077932748,1.018094834437086,8.37,Sporadic,1495,151
8960145b447ffff,5,5,0.532,2.66,4,0.8,0.2,0.026490066225165563,NO PARKING,Krishna Apartment,BTP034 - LRDE Junction,Cubbon Park,CAR,12.984907160637876,77.59170863903279,1.0177758940397352,8.36,Sporadic,1496,151
89618925847ffff,8,8,0.45499999999999996,3.6399999999999997,7,0.125,0.25,0.046357615894039736,NO PARKING,Eramma Layout,BTP134 - Mico Bande,Adugodi,LGV,12.947453631409948,77.60371643249636,1.012209271523179,8.33,Sporadic,1497,151
8961892e863ffff,6,6,0.4666666666666666,2.8,3,0.6666666666666666,0.6666666666666666,0.019867549668874173,NO PARKING,St Marys Town,No Junction,Pulikeshinagar(F.Town),CAR,13.000817448503525,77.62869630748011,0.9995938189845476,8.26,Sporadic,1498,151
8960145b38fffff,5,5,0.532,2.66,2,0.8,0.0,0.013245033112582781,WRONG PARKING,Rajaji Nagar,No Junction,Malleshwaram,CAR,13.003180930915402,77.55892035681904,0.9983279470198676,8.25,Sporadic,1499,151
8961892443bffff,8,8,0.49,3.92,6,0.0,0.375,0.039735099337748346,WRONG PARKING,Paramount Sumadhura Serene,No Junction,Hulimavu,LGV,12.874602318527776,77.64220886074175,0.9968741721854304,8.24,Sporadic,1500,151
89618921967ffff,6,6,0.43166666666666664,2.59,3,0.8333333333333334,0.3333333333333333,0.019867549668874173,NO PARKING,Maruthi Nagar,No Junction,Mahadevapura,CAR,12.9919269610892,77.72251941031418,0.9957492273730685,8.23,Sporadic,1501,151
8961892ce3bffff,7,7,0.42,2.94,2,0.5714285714285714,0.0,0.013245033112582781,NO PARKING,Manayata Residency,No Junction,Hennuru,CAR,13.054294129320542,77.61996755477753,0.9937589403973509,8.22,Sporadic,1502,151
8961892cccbffff,8,8,0.42874999999999996,3.4299999999999997,3,0.25,0.5,0.019867549668874173,NO PARKING,HBR Layout,No Junction,Hennuru,CAR,13.033953259494567,77.6298597846779,0.9890211920529801,8.19,Sporadic,1503,151
8961892e38fffff,7,7,0.47000000000000003,3.29,5,0.2857142857142857,0.2857142857142857,0.033112582781456956,WRONG PARKING,Kotturu,No Junction,K.R. Pura,CAR,13.002788904473968,77.67691066477606,0.9866887417218544,8.18,Sporadic,1505,151
896016960cfffff,8,8,0.42,3.36,5,0.25,0.375,0.033112582781456956,NO PARKING,Sector B,No Junction,Yelahanka,CAR,13.100359123229673,77.58161051774724,0.987528476821192,8.18,Sporadic,1504,151
896189266c7ffff,8,8,0.48125,3.85,6,0.0,0.25,0.039735099337748346,WRONG PARKING,GPR Royale Layout,No Junction,Electronic City,MOTOR CYCLE,12.842327927423153,77.68621161593785,0.9790728476821191,8.13,Sporadic,1506,151
8961892eb0fffff,8,8,0.44625,3.57,5,0.125,0.75,0.033112582781456956,NO PARKING,Muslim Colony,No Junction,K.G. Halli,PASSENGER AUTO,13.010487807572206,77.61380853340617,0.9743026490066226,8.1,Sporadic,1508,151
8961892cd13ffff,6,6,0.47833333333333333,2.87,6,0.5,0.3333333333333333,0.039735099337748346,WRONG PARKING,Dr Rajkumar Circle,No Junction,R.T. Nagar,LGV,13.021214840559358,77.60194985737418,0.9731390728476822,8.1,Sporadic,1507,151
89601696013ffff,6,6,0.42,2.52,3,0.8333333333333334,0.16666666666666666,0.019867549668874173,NO PARKING,Yelahanka New Town,No Junction,Yelahanka,CAR,13.09609451121882,77.57792726991453,0.9688370860927152,8.07,Sporadic,1510,151
89618920e4fffff,8,8,0.49,3.92,3,0.0,0.25,0.019867549668874173,WRONG PARKING,Sigma Soft Teck Park,No Junction,Whitefield,CAR,12.957613408823768,77.7436254230179,0.9688370860927153,8.07,Sporadic,1511,151
896189219afffff,8,8,0.49,3.92,3,0.0,0.0,0.019867549668874173,WRONG PARKING,Tata Communications Data Center,No Junction,Mahadevapura,CAR,12.980159470758847,77.72291911970346,0.9688370860927153,8.07,Sporadic,1512,151
89618924a17ffff,8,8,0.49,3.92,3,0.0,0.25,0.019867549668874173,WRONG PARKING,Sarakki,BTP196 - Sarakki Main Road,J.P. Nagar,GOODS AUTO,12.908004122768983,77.57597747034097,0.9688370860927153,8.07,Sporadic,1513,151
89618925d33ffff,4,4,0.6527499999999999,2.6109999999999998,3,0.75,0.75,0.019867549668874173,PARKING IN A MAIN ROAD,Bangalore Central Mall JP Nagar,"BTP179 - 9th Block, 28th Main, Jayanagar",Jayanagara,PASSENGER AUTO,12.91649701314484,77.59176215566174,0.9679720529801326,8.07,Sporadic,1515,151
8961892549bffff,8,8,0.42,3.36,3,0.25,0.0,0.019867549668874173,NO PARKING,Adarsh Palm Retreat Lake Front,No Junction,HAL Old Airport,MAXI-CAB,12.91934258443281,77.6851209577532,0.9688370860927152,8.07,Sporadic,1514,151
8960145b317ffff,8,8,0.49,3.92,3,0.0,0.0,0.019867549668874173,WRONG PARKING,Block A,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,CAR,13.005325471274679,77.55654969906209,0.9688370860927153,8.07,Sporadic,1509,151
89618921d8bffff,4,4,0.6475,2.59,3,0.75,0.25,0.019867549668874173,PARKING IN A MAIN ROAD,Vaswani Pinnacle,No Junction,Whitefield,CAR,12.966142114096204,77.75100712370907,0.9601867549668874,8.02,Sporadic,1516,151
8960145b2b7ffff,7,7,0.47000000000000003,3.29,2,0.2857142857142857,0.7142857142857143,0.013245033112582781,WRONG PARKING,Kodandarampura,No Junction,Sadashivanagar,SCOOTER,13.005273116246991,77.57339557126706,0.9586754966887416,8.01,Sporadic,1517,151
8960145a3d3ffff,7,7,0.45999999999999996,3.2199999999999998,4,0.2857142857142857,0.7142857142857143,0.026490066225165563,WRONG PARKING,Kavika Layout,BTP096 - Gali Anjaneya Temple,Byatarayanapura,PASSENGER AUTO,12.954093394097018,77.53765102989712,0.9565562913907285,8.0,Sporadic,1518,151
8961892eba7ffff,7,7,0.45999999999999996,3.2199999999999998,4,0.2857142857142857,0.0,0.026490066225165563,WRONG PARKING,Weave,No Junction,Pulikeshinagar(F.Town),CAR,12.999814890064073,77.60881249961605,0.9565562913907285,8.0,Sporadic,1519,151
896189240dbffff,8,8,0.49,3.92,1,0.0,0.0,0.006622516556291391,WRONG PARKING,Kudlu Gate,No Junction,Electronic City,CAR,12.889571777945143,77.6424629473342,0.9501456953642384,7.96,Sporadic,1521,151
89618921ab7ffff,8,8,0.49,3.92,1,0.0,0.0,0.006622516556291391,WRONG PARKING,Esplanade,No Junction,Mahadevapura,SCOOTER,13.004657085544283,77.75046934296134,0.9501456953642384,7.96,Sporadic,1520,151
89618925e63ffff,8,8,0.49,3.92,1,0.0,0.0,0.006622516556291391,WRONG PARKING,Sannenahalli,No Junction,Ashok Nagar,MOTOR CYCLE,12.955949167990005,77.61950882684387,0.9501456953642384,7.96,Sporadic,1522,151
8961892eab3ffff,8,8,0.49,3.92,1,0.0,0.0,0.006622516556291391,WRONG PARKING,Munikalappa Garden Layout,No Junction,Banaswadi,SCOOTER,13.006140102139685,77.63540986766473,0.9501456953642384,7.96,Sporadic,1523,151
8961892cb2bffff,7,7,0.48999999999999994,3.4299999999999997,5,0.14285714285714285,0.2857142857142857,0.033112582781456956,WRONG PARKING,Block C,No Junction,Kodigehalli,SCHOOL VEHICLE,13.064031082544949,77.57979695516589,0.9463814569536424,7.94,Sporadic,1524,151
89618925a03ffff,8,8,0.4725,3.78,4,0.0,0.25,0.026490066225165563,WRONG PARKING,Senior Police Officers Residential Complex,No Junction,Ashok Nagar,SCOOTER,12.963476712834238,77.60699576651213,0.9432476821192053,7.92,Sporadic,1525,151
8960145a89bffff,6,6,0.43166666666666664,2.59,5,0.6666666666666666,0.16666666666666666,0.033112582781456956,NO PARKING,Gollarahatti,No Junction,Jnanabharathi,CAR,12.935011270194247,77.49164313653434,0.9424626931567329,7.91,Sporadic,1526,151
8961892cdabffff,9,9,0.42777777777777776,3.8499999999999996,2,0.0,0.8888888888888888,0.013245033112582781,NO PARKING,RT Nagar,No Junction,R.T. Nagar,CAR,13.019096268372735,77.59589489285925,0.9423576158940395,7.91,Sporadic,1527,151
896014585bbffff,7,7,0.48999999999999994,3.4299999999999997,4,0.14285714285714285,0.2857142857142857,0.026490066225165563,WRONG PARKING,BDA Layout,No Junction,Jnanabharathi,PRIVATE BUS,12.964870208012577,77.50896740110223,0.9374251655629139,7.88,Sporadic,1528,151
896014590c7ffff,6,6,0.63,3.78,3,0.0,0.6666666666666666,0.019867549668874173,PARKING IN A MAIN ROAD,Sri Veera Madakari Nayaka Circle,No Junction,Jalahalli,CAR,13.044879477251657,77.5505918696383,0.9342357615894041,7.86,Sporadic,1529,151
8961892ec8fffff,9,9,0.42,3.78,3,0.0,0.3333333333333333,0.019867549668874173,NO PARKING,Market Circle,No Junction,Jeevanbheemanagar,PASSENGER AUTO,12.972941569872443,77.6511046274218,0.9342357615894039,7.86,Sporadic,1531,151
8961892e163ffff,4,4,0.6299999999999999,2.5199999999999996,3,0.75,0.0,0.019867549668874173,PARKING IN A MAIN ROAD,Pai Layout,No Junction,Mahadevapura,CAR,12.99320212604278,77.66650643357218,0.934235761589404,7.86,Sporadic,1530,151
8961892e097ffff,5,5,0.532,2.66,4,0.6,0.6,0.026490066225165563,NO PARKING,Zonasha Frontier,No Junction,Mahadevapura,MAXI-CAB,12.982403533476212,77.69523800878703,0.929273642384106,7.83,Sporadic,1532,151
89618924e0bffff,8,8,0.45499999999999996,3.6399999999999997,6,0.0,0.125,0.039735099337748346,NO PARKING,Esteem Heritage,No Junction,J.P. Nagar,CAR,12.899385328230867,77.59388120076615,0.9256688741721852,7.81,Sporadic,1533,151
89618925c2bffff,5,5,0.49000000000000005,2.45,2,0.8,0.0,0.013245033112582781,WRONG PARKING,Prestige Lexington Towers,BTP140 - Madiwala Check Post,Madiwala,CAR,12.929252865868168,77.61123335192904,0.9195125827814571,7.77,Sporadic,1535,151
896016960d7ffff,7,7,0.48999999999999994,3.4299999999999997,2,0.14285714285714285,0.0,0.013245033112582781,WRONG PARKING,Yelahanka New Town,No Junction,Yelahanka,CAR,13.095011561945622,77.58332661992726,0.9195125827814569,7.77,Sporadic,1534,151
89618927663ffff,7,7,0.48,3.36,4,0.14285714285714285,0.5714285714285714,0.026490066225165563,WRONG PARKING,Bren Champions Square,No Junction,Whitefield,CAR,12.903207621760599,77.70713229299443,0.9182940397350993,7.76,Sporadic,1536,151
8961892dd87ffff,6,6,0.5016666666666666,3.01,4,0.3333333333333333,0.6666666666666666,0.026490066225165563,WRONG PARKING,Shirdi Sai Rathan Layout,No Junction,Hennuru,CAR,13.06708775249275,77.63102352733321,0.9180167770419425,7.76,Sporadic,1537,151
89618925dd3ffff,6,6,0.455,2.73,5,0.5,0.6666666666666666,0.033112582781456956,NO PARKING,BTM Circle,"BTP163 - 16th Main Road, BTM Layout",Mico Layout,SCOOTER,12.916433958136297,77.60860983795502,0.9169907284768213,7.75,Sporadic,1538,151
8960145a44fffff,5,5,0.658,3.29,2,0.2,0.0,0.013245033112582781,PARKING IN A MAIN ROAD,Vidyapeeta Circle,No Junction,Basavanagudi,CAR,12.935843540579725,77.56200634215584,0.912659072847682,7.73,Sporadic,1539,151
8961892596bffff,6,6,0.5483333333333333,3.29,4,0.16666666666666666,0.5,0.026490066225165563,WRONG PARKING,Madhav Rao Circle,BTP108 - Tagore Park Junction,Basavanagudi,CAR,12.944338715185207,77.57778958637448,0.9121942604856512,7.72,Sporadic,1540,151
8961892eecfffff,7,7,0.43,3.01,5,0.2857142857142857,0.14285714285714285,0.033112582781456956,NO PARKING,Kasturi Nagar,No Junction,Banaswadi,CAR,13.002848202938093,77.66004536245585,0.9027152317880796,7.66,Sporadic,1542,151
8960145a61bffff,7,7,0.43,3.01,5,0.2857142857142857,0.42857142857142855,0.033112582781456956,NO PARKING,Ashrama Circle,BTP215 - Vanivillas Junction,Basavanagudi,CAR,12.949717839722414,77.56765226502576,0.9027152317880796,7.66,Sporadic,1541,151
89601458103ffff,5,5,0.5641999999999999,2.8209999999999997,5,0.4,0.4,0.033112582781456956,WRONG PARKING,Herohalli Cross,No Junction,Kamakshipalya,PASSENGER AUTO,12.986282938212787,77.49369027075385,0.9001792317880793,7.65,Sporadic,1543,151
8961892ea73ffff,6,6,0.42,2.52,3,0.6666666666666666,0.3333333333333333,0.019867549668874173,NO PARKING,Sena Vihar Apartment,No Junction,Banaswadi,CAR,13.021106158146827,77.63566371312788,0.8996344370860928,7.65,Sporadic,1544,151
896014590d3ffff,7,7,0.45999999999999996,3.2199999999999998,6,0.14285714285714285,0.14285714285714285,0.039735099337748346,WRONG PARKING,Dr GP Rajarathnam Circle,No Junction,Jalahalli,SCOOTER,13.043795616831037,77.5559887571566,0.8968476821192053,7.63,Sporadic,1545,151
8960145a027ffff,6,6,0.49,2.94,4,0.3333333333333333,0.5,0.026490066225165563,WRONG PARKING,BDA Layout,No Junction,Byatarayanapura,PASSENGER AUTO,12.94022074906546,77.53200828616875,0.8966675496688742,7.63,Sporadic,1546,151
8960145a48fffff,5,5,0.518,2.59,3,0.6,0.6,0.019867549668874173,WRONG PARKING,Kadirenahalli New Colony,BTP158 - Devegowda Petrol Bunk,Banashankari,CAR,12.920881750237573,77.5617563515969,0.8961743046357615,7.62,Sporadic,1547,151
89618924abbffff,5,5,0.476,2.38,2,0.8,0.2,0.013245033112582781,WRONG PARKING,Salarpuria Aristocracy,"BTP159 - JP Nagar Metro, ORR",J.P. Nagar,CAR,12.904799908598092,77.57532223574441,0.8932407947019867,7.61,Sporadic,1548,151
8961892e2c3ffff,6,6,0.44333333333333336,2.66,5,0.5,0.16666666666666666,0.033112582781456956,NO PARKING,Vinayaka Layout,No Junction,K.R. Pura,CAR,13.01552214132805,77.70484546982513,0.8934781456953644,7.61,Sporadic,1549,151
8961892e253ffff,7,7,0.42,2.94,6,0.2857142857142857,0.7142857142857143,0.039735099337748346,NO PARKING,TC Palya,No Junction,K.R. Pura,LGV,13.020875593512836,77.70312958380573,0.8900662251655629,7.59,Sporadic,1551,151
89618920cbbffff,8,8,0.42,3.36,2,0.125,0.875,0.013245033112582781,NO PARKING,,No Junction,Whitefield,CAR,12.919132880227288,77.73572684754313,0.8909562913907284,7.59,Sporadic,1550,151
89618924e53ffff,5,5,0.462,2.31,4,0.8,0.4,0.026490066225165563,WRONG PARKING,Bruchini Palya Industrial Area,BTP181 - Bileka Halli Junction,J.P. Nagar,MOTOR CYCLE,12.901500241489833,77.59993366270427,0.8838580132450333,7.55,Sporadic,1552,151
8960145b68fffff,6,6,0.47833333333333333,2.87,5,0.3333333333333333,0.0,0.033112582781456956,WRONG PARKING,Joynagar,No Junction,R.T. Nagar,CAR,12.995579210401349,77.59670287877348,0.8836812362030906,7.54,Sporadic,1553,151
89601459c47ffff,7,7,0.5,3.5,5,0.0,0.8571428571428571,0.033112582781456956,WRONG PARKING,HMT Layout,No Junction,Peenya,SCOOTER,13.037529149784282,77.50415578105175,0.8817218543046358,7.53,Sporadic,1555,151
89618924b1bffff,7,7,0.42,2.94,5,0.2857142857142857,0.0,0.033112582781456956,NO PARKING,Govinayakanahalli,No Junction,K.S. Layout,CAR,12.904861924373707,77.5584814900284,0.8817218543046359,7.53,Sporadic,1556,151
89601459457ffff,5,5,0.42000000000000004,2.1,5,1.0,0.0,0.033112582781456956,NO PARKING,Devasandra Circle,No Junction,Sadashivanagar,CAR,13.035219562168379,77.56547271012812,0.8817218543046358,7.53,Sporadic,1554,151
